ece8fe77656022c384ad20669e4f3f5253e47540	recovery/r4c-executor-run-causation
55ef5ff4145ede505636ff7bffe18b3a130cd054	recovery/r4d-actor-interaction-truth
1cd0a9396562f827c03e738a1be2ea3f6110ae21	recovery/r5a-arm-session-identity
62b63d7418b4f4351ec49f93e0a1aba826da0183	refoundation/a1-atomic-action-seam
b848d1050207279585d2de55eb91e0fe951c3be8	refoundation/m1-mobile-owner-controls
742d00c606c467881e98c6d3cc45afe0e3ac8439	refoundation/m2-motion-interpolation-clean
637d939813e08050da661c6a66dacf76d0494366	refoundation/r-motion-presentation-interpolation
c6bafc1c617602919c114e934dc9e5c60e3f98f0	refoundation/r-motion-presentation-interpolation-v2
ac0bfce3931104c85c1075abbe549845db163efb	refoundation/r1-action-contract
01aacd16207d320481baa18bf26a643e0c91c666	refoundation/r2a-debug-workspace
76a514288b0d29b2eaef6adaaaf82c81ebea67ea	refoundation/r3a-pointer-targeting
b01f8354731736ddd594f699b5039f2be4878efb	refoundation/r4a-presentation-qualification
a4af06973ad9bd4319c2bd57e24226a9e786f407	refoundation/r4b-presentation-seam
a19bd192942e561aef8b8fefbb5aac2382e196cf	refoundation/r4c-visual-slice
106b32a93fc42cde611d151fcd1898a08192db6d	refoundation/r5a-placement-site-qualification
b620aa54c5956861fdae8335c9579f43c43138da	refoundation/r5b-placement-site-domain
435b81960525d497fee7cea164204f2f8bef8782	refoundation/r6a-placement-validation
0d1406cade00ad2b67af11e7aab74cda0e4cb41b	repair/live-mind-pass0-actor-interaction-truth
bc6d2f26e07d8adb564d3e33cc4969682f1f78f7	repair/live-mind-pass0-execution-causation
857018be8b58536eeb0f3ca34cb6a9cfec0ab371	repair/pre-llm-readiness-r0-r1
d0de3c1566450cb21220f1817970a10223bca4d2	repair/pre-llm-readiness-r2-specimen-integrity
0f2f727020b802429655230d66f930f3092206a1	repair/pre-llm-readiness-r3a-swept-collision
62aa00afdf853bd35e8b6117fbbe661cb07cf851	repair/pre-llm-readiness-r3b-held-item-semantics
eb0496ce9f57be5f21b60b9fdb906e744e552f05	repair/pre-llm-readiness-r3c-location-membership
775c99d714618c14bd837dbc936e64107fdf6086	repair/pre-llm-readiness-r4a-frame-debug-truth
bca000698af7ce668c97fcdc514803dfab8359c8	repair/pre-llm-readiness-r4b-manual-trigger-lifecycle
687cf8de1a54368163487e5116e793f3f13626d3	repair/pre-llm-readiness-r4c-build-provenance
31e872065c9c2469aafc304e495cc022e971ff3f	repair/pre-llm-readiness-r5-cognition-lifecycle
fe55550ebb765802ce462a5a2332c453015df575	repair/pre-llm-readiness-r5b-request-attempts
847e7242ad9cc1f0f7bd76b2a2e1c0b2e7259de2	repair/pre-llm-readiness-r6a-egocentric-perception
4f0436f6dd428031216ff7e273b135acd099cd5a	repair/pre-llm-readiness-r6b1-event-time-occurrences
23b79cb18b200ea75adad4a2ccc19f7d1440a141	repair/pre-llm-readiness-r6b2-sensory-delivery
439afb83d16076095ccadda48e9c82661d0f0b47	repair/pre-llm-readiness-r7a-worker-ingress
75e07c3ae4f4cc27a2f7bdc528f5591af005a41e	repair/pre-llm-readiness-r7b-error-usage-provenance
0d05c0c04e591f87844348b83dd006a9896ab5f1	tmp-do-not-use
0d05c0c04e591f87844348b83dd006a9896ab5f1	tmp-do-not-use-2
0d05c0c04e591f87844348b83dd006a9896ab5f1	tmp-stop
f207419ee87c03979544d2d579e624f043300bbc	main [KEEP]
883bb1d39d0244f64c950770858c82cf60b34e72	recovery/owner-fail-2026-09-07 [KEEP]
3f45138ba37a72a5b96ba33902c786a4ce861918	integration/first-presence-browser-live-probe [KEEP]
